Date,symbol,PCT_CLOSE
2020-02-03,TSLA,
2020-02-04,TSLA,0.13725641025641022
2020-02-05,TSLA,-0.17175839289337802
2020-02-06,TSLA,0.01940928270042197
2020-02-07,TSLA,-0.001188314462721607
2020-02-10,TSLA,0.031026508214471837
2020-02-11,TSLA,0.004019292604501734
2020-02-12,TSLA,-0.00915571166610707
2020-02-13,TSLA,0.04784370967952145
2020-02-14,TSLA,-0.00493781094527368
2020-02-18,TSLA,0.07295976400884974
2020-02-19,TSLA,0.06875582479030751
2020-02-20,TSLA,-0.019631139499901917
2020-02-21,TSLA,0.001767825574543247
2020-02-24,TSLA,-0.07459489456159829
2020-02-25,TSLA,-0.04063373271447246
2020-02-26,TSLA,-0.02639046892775443
2020-02-27,TSLA,-0.12814586543400097
2020-02-28,TSLA,-0.01621502209131076
2020-03-02,TSLA,0.11322025778829015
2020-03-03,TSLA,0.002541620720260429
2020-03-04,TSLA,0.005352040884763376
2020-03-05,TSLA,-0.033302201467645176
2020-03-06,TSLA,-0.029066718193612395
2020-03-09,TSLA,-0.1357252516063001
2020-03-10,TSLA,0.06139802631578961
2020-03-11,TSLA,-0.017200502068709045
2020-03-12,TSLA,-0.11617236649165141
2020-03-13,TSLA,-0.024850593167424773
2020-03-16,TSLA,-0.18577805422414106
2020-03-17,TSLA,-0.03341047475677983
2020-03-18,TSLA,-0.16034402603440256
2020-03-19,TSLA,0.18387686174630402
2020-03-20,TSLA,-0.0002572257038631065
2020-03-23,TSLA,0.01581175590017092
2020-03-24,TSLA,0.16281747219599807
2020-03-25,TSLA,0.06782178217821788
2020-03-26,TSLA,-0.020565600370885506
2020-03-27,TSLA,-0.02612844592547703
2020-03-30,TSLA,-0.02377712108251029
2020-03-31,TSLA,0.043554458008882246
2020-04-01,TSLA,-0.08099236641221375
2020-04-02,TSLA,-0.05625467231497627
2020-04-03,TSLA,0.05619732875657357
2020-04-06,TSLA,0.07547759421678712
2020-04-07,TSLA,0.05658220982488782
2020-04-08,TSLA,0.006215051792098247
2020-04-09,TSLA,0.04402011515195681
2020-04-13,TSLA,0.1360383944153578
2020-04-14,TSLA,0.09054458867808579
2020-04-15,TSLA,0.028088858837284736
2020-04-16,TSLA,0.021073400654947116
2020-04-17,TSLA,0.011647723460501025
2020-04-20,TSLA,-0.009988194564193642
2020-04-21,TSLA,-0.07990781928291979
2020-04-22,TSLA,0.06609680801491136
2020-04-23,TSLA,-0.03616942809140711
2020-04-24,TSLA,0.027663222935532694
2020-04-27,TSLA,0.10149624215679509
2020-04-28,TSLA,-0.03709546165884192
2020-04-29,TSLA,0.040812877054295704
2020-04-30,TSLA,-0.023272663676905947
2020-05-01,TSLA,-0.10303371361334213
2020-05-04,TSLA,0.0853675925397821
2020-05-05,TSLA,0.009222401765656363
2020-05-06,TSLA,0.018705822626625457
2020-05-07,TSLA,-0.0032456745636230133
2020-05-08,TSLA,0.05048459053381871
2020-05-11,TSLA,-0.009921651900124506
2020-05-12,TSLA,-0.0023172971440544865
2020-05-13,TSLA,-0.022794381092400506
2020-05-14,TSLA,0.01563922322241318
2020-05-15,TSLA,-0.005178444723837106
2020-05-18,TSLA,0.018093772288749532
2020-05-19,TSLA,-0.006907316593537605
2020-05-20,TSLA,0.009343943763072238
2020-05-21,TSLA,0.014762862327725834
2020-05-22,TSLA,-0.012953117448042617
2020-05-26,TSLA,0.002436098325335534
2020-05-27,TSLA,0.0016608252836225468
