Date,symbol,PCT_CLOSE
2021-01-12,DOGEUSD,
2021-01-13,DOGEUSD,0.059770401796855444
2021-01-14,DOGEUSD,0.11909808077240092
2021-01-15,DOGEUSD,-0.01851754432111119
2021-01-16,DOGEUSD,0.020635686337567627
2021-01-17,DOGEUSD,-0.03712845289360356
2021-01-18,DOGEUSD,-0.004526861194436904
2021-01-19,DOGEUSD,-0.018628095551172508
2021-01-20,DOGEUSD,-0.007927646270656563
2021-01-21,DOGEUSD,-0.13899831176139565
2021-01-22,DOGEUSD,0.12856209150326814
2021-01-23,DOGEUSD,-0.006254705507615754
2021-01-24,DOGEUSD,0.01305437379800689
2021-01-25,DOGEUSD,0.0075360984870274095
2021-01-26,DOGEUSD,-0.05378554299417604
2021-01-27,DOGEUSD,0.46023412985759093
2021-01-28,DOGEUSD,4.785363031530229
2021-01-29,DOGEUSD,-0.5367214285714286
2021-01-30,DOGEUSD,-0.12257358269476859
2021-01-31,DOGEUSD,0.4317770475671685
2021-02-01,DOGEUSD,-0.17516967145714946
2021-02-02,DOGEUSD,-0.0321687894298297
2021-02-03,DOGEUSD,0.22404144759093536
2021-02-04,DOGEUSD,0.16578957284065376
2021-02-05,DOGEUSD,0.062228638533059044
2021-02-06,DOGEUSD,0.1391652720726202
2021-02-07,DOGEUSD,0.2673172121514298
2021-02-08,DOGEUSD,0.1430167205283126
2021-02-09,DOGEUSD,-0.09570551393080384
2021-02-10,DOGEUSD,-0.01105175155988758
2021-02-11,DOGEUSD,-0.07575257731958762
2021-02-12,DOGEUSD,0.03440711491842552
2021-02-13,DOGEUSD,-0.0802127889004709
2021-02-14,DOGEUSD,-0.17673724276458225
2021-02-15,DOGEUSD,0.09081588091214621
2021-02-16,DOGEUSD,-0.08100957354221061
2021-02-17,DOGEUSD,0.0052750208349117145
2021-02-18,DOGEUSD,0.0855872405769249
2021-02-19,DOGEUSD,-0.04994185743790891
2021-02-20,DOGEUSD,0.010120662410142645
2021-02-21,DOGEUSD,0.024044417517429695
2021-02-22,DOGEUSD,-0.13109513801811978
2021-02-23,DOGEUSD,0.009420731707316943
2021-02-24,DOGEUSD,0.12605837284927568
2021-02-25,DOGEUSD,-0.11266182676489522
2021-02-26,DOGEUSD,0.03727064797928392
2021-02-27,DOGEUSD,-0.046762380277038385
2021-02-28,DOGEUSD,-0.0006114213508334743
2021-03-01,DOGEUSD,0.0547760828778856
2021-03-02,DOGEUSD,-0.021199876261552175
2021-03-03,DOGEUSD,-0.012355433526582305
2021-03-04,DOGEUSD,-0.018690000000000095
2021-03-05,DOGEUSD,0.059461332300700054
2021-03-06,DOGEUSD,-0.010060981474712904
2021-03-07,DOGEUSD,0.07894481150408095
2021-03-08,DOGEUSD,0.07415912467918395
2021-03-09,DOGEUSD,-0.06323775989268943
2021-03-10,DOGEUSD,-0.009012234085396975
2021-03-11,DOGEUSD,0.013510340467804749
2021-03-12,DOGEUSD,-0.016270739400851886
2021-03-13,DOGEUSD,0.11358695652173911
2021-03-14,DOGEUSD,-0.0382300309093867
2021-03-15,DOGEUSD,-0.03858254397834904
2021-03-16,DOGEUSD,0.014409120498249495
2021-03-17,DOGEUSD,0.00457005099032215
2021-03-18,DOGEUSD,-0.007803665305629148
2021-03-19,DOGEUSD,0.017713743811935023
2021-03-20,DOGEUSD,-0.006702286813421665
2021-03-21,DOGEUSD,-0.002013925347057799
2021-03-22,DOGEUSD,-0.045654854816871815
2021-03-23,DOGEUSD,-0.030525107759594383
2021-03-24,DOGEUSD,-0.04553292631775174
2021-03-25,DOGEUSD,0.0075292968750000355
2021-03-26,DOGEUSD,0.04453770923999967
2021-03-27,DOGEUSD,0.01820611324536503
2021-03-28,DOGEUSD,-0.017980825313502535
2021-03-29,DOGEUSD,0.008556447496635755
2021-03-30,DOGEUSD,0.0023556042216845707
2021-03-31,DOGEUSD,-0.004645057053418222
2021-04-01,DOGEUSD,0.09770629086851068
2021-04-02,DOGEUSD,-0.006477848446912793
2021-04-03,DOGEUSD,-0.03608456659619441
2021-04-04,DOGEUSD,0.04302395971329065
2021-04-05,DOGEUSD,-0.005358029052798141
2021-04-06,DOGEUSD,0.09928118393234664
2021-04-07,DOGEUSD,-0.05634279559966149
2021-04-08,DOGEUSD,0.0022337077918901382
2021-04-09,DOGEUSD,0.007296242069302128
2021-04-10,DOGEUSD,0.04808740521814947
2021-04-11,DOGEUSD,0.10991432445759375
2021-04-12,DOGEUSD,0.026211664746143892
2021-04-13,DOGEUSD,0.5107214849087491
2021-04-14,DOGEUSD,0.24297023319124555
2021-04-15,DOGEUSD,0.6745893371757925
2021-04-16,DOGEUSD,0.20813524757672108
2021-04-17,DOGEUSD,-0.07766981647766025
2021-04-18,DOGEUSD,0.292465250965251
2021-04-19,DOGEUSD,0.24265530689457893
2021-04-20,DOGEUSD,-0.2150876130170658
2021-04-21,DOGEUSD,-0.14071432181081167
2021-04-22,DOGEUSD,-0.275444064848527
2021-04-23,DOGEUSD,0.21992547317157163
2021-04-24,DOGEUSD,0.11032725175864311
2021-04-25,DOGEUSD,-0.05108235170210951
2021-04-26,DOGEUSD,0.023690696713154935
2021-04-27,DOGEUSD,0.00691095209253989
2021-04-28,DOGEUSD,0.16868809698409892
2021-04-29,DOGEUSD,-0.010822737757105516
2021-04-30,DOGEUSD,0.16242783385124326
2021-05-01,DOGEUSD,0.05316382947565623
2021-05-02,DOGEUSD,0.004827369083849398
2021-05-03,DOGEUSD,0.13970365535248042
2021-05-04,DOGEUSD,0.5471006731858516
2021-05-05,DOGEUSD,-0.08650053789354517
2021-05-06,DOGEUSD,-0.04901491966335125
2021-05-07,DOGEUSD,0.25896910766167847
2021-05-08,DOGEUSD,-0.27038634163513164
2021-05-09,DOGEUSD,-0.002930102488638675
2021-05-10,DOGEUSD,-0.09797044536673427
2021-05-11,DOGEUSD,0.010686663798733065
2021-05-12,DOGEUSD,-0.10424845207400646
2021-05-13,DOGEUSD,0.16279687225804107
2021-05-14,DOGEUSD,0.035486965801705184
2021-05-15,DOGEUSD,-0.0044906368565352794
